person_id,race,gender,skin_color,age_group,clothing_style,height,voice_pitch,age_years,has_glasses,has_hat,is_smiling,movement_speed,body_language
P_000839,Middle Eastern,Male,Dark,Young Adult,Alternative,Average,High,31,False,False,True,Normal,Nervous
P_000840,Hispanic,Non-binary,Light,Senior,Formal,Average,High,51,False,False,True,Fast,Nervous
P_000841,Middle Eastern,Male,Dark,Senior,Casual,Average,Medium,40,False,True,True,Slow,Tense
P_000842,Asian,Female,Medium,Middle-aged,Alternative,Short,Low,69,False,False,True,Normal,Nervous
P_000843,Black,Non-binary,Dark,Young Adult,Alternative,Short,High,64,False,False,True,Normal,Confident
P_000844,Black,Male,Light,Child,Alternative,Average,Low,24,False,True,True,Fast,Relaxed
P_000845,Middle Eastern,Non-binary,Medium,Teen,Formal,Short,Low,8,False,False,False,Fast,Relaxed
P_000846,Asian,Male,Medium,Senior,Casual,Average,Low,65,True,False,False,Slow,Nervous
P_000847,Hispanic,Female,Light,Young Adult,Traditional,Average,Low,50,False,True,False,Slow,Relaxed
P_000848,Asian,Male,Medium,Teen,Traditional,Tall,Medium,67,True,False,False,Fast,Relaxed
P_000849,Middle Eastern,Non-binary,Light,Young Adult,Alternative,Average,High,9,False,False,True,Normal,Tense
P_000850,Hispanic,Female,Dark,Young Adult,Formal,Short,Medium,47,False,False,True,Normal,Tense
P_000851,Asian,Non-binary,Medium,Child,Casual,Tall,Low,27,False,False,True,Fast,Confident
P_000852,Hispanic,Female,Dark,Middle-aged,Alternative,Tall,High,79,False,False,True,Fast,Confident
P_000853,Black,Female,Dark,Teen,Traditional,Short,Medium,19,True,False,True,Slow,Confident
P_000854,Middle Eastern,Male,Light,Teen,Formal,Tall,Medium,76,False,False,True,Normal,Relaxed
P_000855,Middle Eastern,Non-binary,Light,Middle-aged,Casual,Tall,Low,22,True,False,True,Normal,Confident
P_000856,Asian,Female,Medium,Senior,Casual,Average,High,39,False,False,True,Fast,Confident
P_000857,Black,Male,Dark,Senior,Traditional,Short,High,61,False,False,False,Slow,Nervous
P_000858,Black,Non-binary,Medium,Middle-aged,Athletic,Average,Medium,38,False,False,False,Normal,Nervous
P_000859,Black,Non-binary,Dark,Young Adult,Athletic,Tall,High,12,False,True,True,Fast,Confident
P_000860,Black,Female,Dark,Teen,Traditional,Tall,Medium,71,True,False,True,Slow,Nervous
P_000861,Asian,Male,Medium,Senior,Athletic,Tall,Low,21,False,False,True,Normal,Confident
P_000862,Middle Eastern,Female,Dark,Child,Traditional,Average,High,16,True,False,True,Normal,Confident
P_000863,Hispanic,Male,Dark,Middle-aged,Casual,Average,Medium,61,False,False,False,Fast,Tense
P_000864,Native American,Male,Dark,Teen,Traditional,Average,Medium,52,False,False,False,Slow,Nervous
P_000865,Middle Eastern,Male,Light,Middle-aged,Casual,Short,Medium,35,False,False,False,Fast,Relaxed
P_000866,White,Female,Light,Middle-aged,Athletic,Short,Low,76,False,False,False,Slow,Confident
P_000867,Native American,Male,Medium,Young Adult,Alternative,Short,Low,39,False,False,True,Fast,Nervous
P_000868,White,Non-binary,Light,Senior,Athletic,Short,Low,6,False,True,False,Fast,Tense
P_000869,Black,Female,Medium,Child,Alternative,Average,Low,30,False,True,True,Slow,Tense
P_000870,White,Male,Light,Young Adult,Traditional,Tall,Medium,57,False,True,True,Normal,Nervous
P_000871,Black,Female,Dark,Senior,Alternative,Short,Low,51,False,False,False,Slow,Confident
P_000872,Black,Male,Dark,Teen,Traditional,Average,Low,5,True,False,True,Normal,Nervous
P_000873,Black,Female,Dark,Senior,Casual,Average,High,75,False,False,True,Slow,Relaxed
P_000874,Hispanic,Non-binary,Light,Middle-aged,Athletic,Tall,High,28,False,True,True,Normal,Tense
P_000875,Black,Male,Dark,Senior,Casual,Short,Low,60,False,False,False,Fast,Nervous
P_000876,Middle Eastern,Female,Light,Senior,Casual,Short,High,38,False,True,True,Normal,Relaxed
P_000877,Asian,Female,Medium,Child,Alternative,Average,High,53,False,True,False,Normal,Tense
P_000878,Middle Eastern,Non-binary,Dark,Middle-aged,Casual,Average,Low,30,False,False,True,Normal,Relaxed
P_000879,Asian,Male,Medium,Teen,Athletic,Tall,High,51,True,False,True,Fast,Confident
P_000880,Black,Non-binary,Dark,Senior,Casual,Short,Medium,37,False,False,True,Normal,Tense
P_000881,Hispanic,Non-binary,Light,Middle-aged,Traditional,Average,Medium,60,False,True,True,Slow,Nervous
P_000882,Native American,Non-binary,Light,Senior,Traditional,Short,Medium,17,False,True,True,Fast,Tense
P_000883,Native American,Male,Light,Teen,Formal,Average,Low,60,False,False,True,Fast,Relaxed
P_000884,White,Male,Dark,Senior,Athletic,Short,Low,63,False,False,True,Slow,Tense
P_000885,Native American,Male,Medium,Middle-aged,Athletic,Short,Low,10,False,False,False,Slow,Nervous
P_000886,White,Non-binary,Light,Middle-aged,Traditional,Short,Low,50,False,False,False,Normal,Relaxed
P_000887,Middle Eastern,Male,Medium,Senior,Formal,Tall,Medium,41,False,True,True,Normal,Tense
P_000888,Native American,Non-binary,Dark,Young Adult,Casual,Tall,Medium,57,False,False,True,Fast,Nervous
P_000889,Native American,Non-binary,Medium,Child,Traditional,Short,Low,69,False,False,True,Normal,Relaxed
P_000890,Hispanic,Non-binary,Light,Child,Casual,Average,Low,35,True,False,True,Normal,Relaxed
P_000891,White,Male,Light,Young Adult,Alternative,Tall,Low,57,True,False,True,Normal,Nervous
P_000892,Middle Eastern,Non-binary,Medium,Middle-aged,Alternative,Short,High,38,False,False,True,Slow,Confident
P_000893,Middle Eastern,Male,Dark,Child,Casual,Tall,High,5,True,True,True,Slow,Tense
P_000894,Native American,Non-binary,Dark,Teen,Athletic,Tall,Low,72,False,False,True,Normal,Tense
P_000895,Middle Eastern,Female,Dark,Middle-aged,Formal,Average,Medium,23,False,False,False,Normal,Relaxed
P_000896,Native American,Female,Light,Child,Alternative,Average,Medium,70,False,False,True,Slow,Tense
P_000897,Hispanic,Female,Medium,Teen,Athletic,Average,Medium,44,False,False,False,Normal,Confident
P_000898,Native American,Non-binary,Medium,Young Adult,Alternative,Tall,Low,74,True,False,True,Slow,Confident
P_000899,Black,Male,Medium,Senior,Athletic,Average,Low,68,False,False,True,Fast,Confident
P_000900,White,Non-binary,Light,Senior,Formal,Tall,High,51,False,True,True,Slow,Nervous
P_000901,Asian,Female,Medium,Senior,Formal,Tall,High,64,False,False,True,Normal,Nervous
P_000902,Native American,Non-binary,Dark,Teen,Formal,Short,High,69,False,False,True,Normal,Relaxed
P_000903,Hispanic,Non-binary,Dark,Young Adult,Casual,Tall,Medium,48,False,False,False,Normal,Relaxed
P_000904,Native American,Male,Medium,Senior,Casual,Average,High,15,False,False,False,Slow,Relaxed
P_000905,Hispanic,Non-binary,Light,Middle-aged,Formal,Average,High,47,False,False,True,Normal,Nervous
P_000906,Hispanic,Female,Medium,Teen,Alternative,Average,Medium,25,False,False,True,Slow,Relaxed
P_000907,Middle Eastern,Female,Medium,Child,Formal,Average,Medium,24,False,True,True,Normal,Confident
P_000908,Middle Eastern,Male,Light,Middle-aged,Alternative,Average,High,74,False,False,True,Fast,Relaxed
P_000909,Black,Non-binary,Dark,Child,Alternative,Short,Low,9,True,False,False,Fast,Relaxed
P_000910,Black,Male,Dark,Young Adult,Casual,Short,Low,30,False,False,False,Fast,Relaxed
P_000911,Middle Eastern,Male,Light,Child,Casual,Tall,Low,56,False,False,True,Normal,Nervous
P_000912,Asian,Female,Medium,Middle-aged,Athletic,Short,High,71,False,False,True,Slow,Tense
P_000913,White,Non-binary,Medium,Young Adult,Athletic,Average,Low,74,False,True,True,Fast,Nervous
P_000914,White,Female,Light,Young Adult,Athletic,Tall,Low,74,False,False,True,Fast,Confident
P_000915,Hispanic,Non-binary,Dark,Teen,Athletic,Average,Low,31,False,False,False,Fast,Confident
P_000916,Native American,Female,Light,Teen,Traditional,Short,Medium,41,True,False,True,Fast,Confident
P_000917,Hispanic,Non-binary,Light,Young Adult,Formal,Average,Low,31,False,True,True,Fast,Confident
P_000918,Asian,Male,Medium,Young Adult,Athletic,Short,High,68,False,False,False,Fast,Confident
P_000919,Native American,Male,Light,Middle-aged,Traditional,Short,Low,40,True,False,False,Normal,Relaxed
P_000920,Black,Male,Dark,Middle-aged,Traditional,Average,Low,17,False,False,True,Fast,Tense
P_000921,White,Female,Light,Young Adult,Traditional,Short,High,35,True,False,True,Normal,Nervous
P_000922,Black,Female,Dark,Child,Athletic,Short,Medium,15,False,False,False,Fast,Nervous
P_000923,White,Male,Medium,Young Adult,Traditional,Average,Low,20,False,False,True,Slow,Nervous
P_000924,Native American,Non-binary,Dark,Teen,Casual,Tall,Low,33,True,False,False,Slow,Tense
P_000925,Black,Non-binary,Dark,Middle-aged,Alternative,Tall,High,13,False,True,False,Slow,Relaxed
P_000926,Middle Eastern,Non-binary,Medium,Young Adult,Formal,Tall,Low,5,True,False,True,Fast,Nervous
P_000927,Native American,Male,Medium,Teen,Athletic,Tall,Low,29,False,True,True,Fast,Tense
P_000928,Black,Female,Dark,Middle-aged,Formal,Tall,High,12,False,False,False,Fast,Tense
P_000929,Middle Eastern,Male,Dark,Young Adult,Athletic,Short,Low,43,False,False,False,Fast,Relaxed
P_000930,Black,Male,Dark,Senior,Alternative,Tall,Low,61,False,False,True,Fast,Tense
P_000931,White,Non-binary,Light,Young Adult,Formal,Tall,Low,7,False,False,True,Normal,Tense
P_000932,Native American,Male,Light,Middle-aged,Alternative,Tall,Medium,58,False,False,True,Slow,Nervous
P_000933,Middle Eastern,Non-binary,Light,Teen,Alternative,Tall,High,60,False,False,True,Normal,Relaxed
P_000934,Middle Eastern,Male,Dark,Middle-aged,Formal,Average,High,64,True,False,True,Slow,Nervous
P_000935,Middle Eastern,Male,Medium,Middle-aged,Traditional,Average,Medium,52,False,False,False,Fast,Tense
P_000936,Hispanic,Non-binary,Light,Middle-aged,Casual,Average,Medium,57,True,False,False,Normal,Tense
P_000937,Asian,Male,Medium,Middle-aged,Formal,Short,Low,25,False,False,True,Normal,Relaxed
P_000938,Hispanic,Female,Light,Middle-aged,Casual,Short,Medium,49,False,False,True,Normal,Relaxed
P_000939,Native American,Non-binary,Light,Middle-aged,Athletic,Short,Low,55,True,False,False,Fast,Nervous
P_000940,Hispanic,Male,Medium,Senior,Athletic,Average,Low,75,False,False,False,Fast,Relaxed
P_000941,Middle Eastern,Non-binary,Medium,Senior,Casual,Tall,Medium,6,True,False,False,Fast,Tense
P_000942,Native American,Male,Medium,Senior,Formal,Short,Medium,71,True,False,True,Fast,Tense
P_000943,White,Non-binary,Light,Middle-aged,Formal,Short,Medium,66,True,False,False,Fast,Tense
P_000944,Middle Eastern,Male,Medium,Middle-aged,Traditional,Average,High,61,False,True,False,Slow,Relaxed
P_000945,Asian,Male,Medium,Young Adult,Athletic,Short,Medium,13,True,False,True,Fast,Confident
P_000946,Hispanic,Female,Medium,Middle-aged,Alternative,Tall,Low,44,True,False,True,Normal,Tense
P_000947,Native American,Male,Medium,Senior,Casual,Average,Medium,9,False,False,False,Slow,Confident
P_000948,Hispanic,Female,Light,Young Adult,Traditional,Average,High,30,False,False,False,Normal,Relaxed
P_000949,Asian,Male,Medium,Middle-aged,Formal,Average,Low,34,True,False,True,Normal,Confident
P_000950,White,Male,Light,Teen,Formal,Average,Low,72,False,False,True,Normal,Nervous
P_000951,Black,Male,Dark,Teen,Alternative,Average,Medium,17,False,False,False,Normal,Tense
P_000952,Middle Eastern,Male,Light,Teen,Traditional,Tall,Medium,43,False,False,True,Fast,Confident
P_000953,Asian,Male,Dark,Senior,Formal,Short,Low,25,True,False,False,Slow,Confident
P_000954,Asian,Female,Dark,Child,Athletic,Short,Low,68,False,True,False,Fast,Tense
P_000955,Asian,Female,Dark,Senior,Formal,Tall,Medium,39,False,False,True,Fast,Tense
P_000956,Black,Non-binary,Dark,Child,Alternative,Tall,High,57,False,False,False,Normal,Confident
P_000957,Middle Eastern,Non-binary,Medium,Teen,Alternative,Tall,Medium,71,False,False,True,Fast,Confident
P_000958,White,Male,Light,Teen,Alternative,Tall,High,64,False,False,True,Fast,Relaxed
P_000959,Asian,Male,Medium,Middle-aged,Formal,Tall,Medium,31,False,False,True,Slow,Nervous
P_000960,White,Male,Medium,Young Adult,Formal,Average,Medium,51,False,False,False,Normal,Confident
P_000961,Middle Eastern,Female,Dark,Senior,Formal,Tall,Low,44,False,True,True,Fast,Relaxed
P_000962,Middle Eastern,Non-binary,Dark,Senior,Traditional,Short,Medium,14,False,True,True,Slow,Tense
P_000963,Black,Male,Dark,Senior,Athletic,Tall,High,15,False,True,True,Slow,Nervous
P_000964,Native American,Female,Light,Middle-aged,Casual,Average,Medium,20,True,True,False,Normal,Relaxed
P_000965,Native American,Female,Dark,Young Adult,Alternative,Short,Low,7,False,True,True,Fast,Relaxed
P_000966,Middle Eastern,Female,Dark,Senior,Casual,Tall,High,8,False,False,True,Normal,Nervous
P_000967,Asian,Male,Medium,Child,Casual,Short,High,77,True,False,False,Fast,Tense
P_000968,Asian,Non-binary,Medium,Senior,Traditional,Tall,Low,76,False,False,True,Fast,Nervous
P_000969,Asian,Female,Medium,Middle-aged,Alternative,Tall,High,41,False,False,False,Normal,Nervous
P_000970,White,Non-binary,Light,Child,Casual,Short,High,49,False,True,True,Normal,Nervous
P_000971,White,Male,Medium,Young Adult,Traditional,Short,Medium,77,True,True,False,Slow,Tense
P_000972,Asian,Female,Medium,Senior,Traditional,Average,Low,61,True,False,True,Fast,Nervous
P_000973,Black,Non-binary,Dark,Middle-aged,Casual,Tall,Medium,8,True,False,False,Slow,Tense
P_000974,Native American,Non-binary,Dark,Senior,Traditional,Tall,Medium,62,False,False,False,Fast,Confident
P_000975,Hispanic,Male,Light,Teen,Alternative,Average,High,69,False,False,True,Fast,Confident
P_000976,Black,Female,Dark,Senior,Traditional,Short,High,59,False,False,False,Normal,Tense
P_000977,Middle Eastern,Female,Dark,Senior,Formal,Tall,High,74,False,False,True,Normal,Nervous
P_000978,Black,Male,Dark,Senior,Alternative,Tall,High,17,True,False,True,Fast,Tense
P_000979,Native American,Male,Medium,Child,Traditional,Average,Low,37,False,False,False,Normal,Confident
P_000980,Native American,Non-binary,Light,Senior,Formal,Tall,Low,67,False,False,True,Normal,Confident
P_000981,Hispanic,Male,Medium,Teen,Alternative,Short,Medium,32,False,False,True,Normal,Confident
P_000982,Hispanic,Female,Light,Child,Athletic,Average,High,58,False,False,True,Fast,Relaxed
P_000983,Native American,Female,Dark,Child,Formal,Average,Medium,26,False,False,False,Slow,Relaxed
P_000984,White,Male,Light,Child,Formal,Tall,Low,20,False,False,False,Fast,Nervous
P_000985,Hispanic,Male,Light,Teen,Traditional,Tall,Low,34,False,True,False,Normal,Relaxed
P_000986,Hispanic,Male,Light,Middle-aged,Alternative,Average,Medium,32,False,False,False,Fast,Confident
P_000987,Black,Non-binary,Medium,Teen,Formal,Short,Low,41,False,False,False,Fast,Tense
P_000988,Black,Female,Dark,Middle-aged,Traditional,Short,High,70,False,True,True,Fast,Confident
P_000989,Black,Male,Dark,Senior,Traditional,Average,Low,38,False,False,False,Fast,Nervous
P_000990,Native American,Male,Dark,Young Adult,Athletic,Tall,Medium,51,True,False,True,Normal,Relaxed
P_000991,Black,Female,Dark,Middle-aged,Casual,Short,Medium,28,False,False,True,Fast,Confident
P_000992,Hispanic,Male,Medium,Young Adult,Athletic,Tall,Low,77,False,False,True,Slow,Confident
P_000993,Native American,Female,Light,Young Adult,Formal,Tall,Low,15,False,False,True,Normal,Tense
P_000994,Black,Non-binary,Medium,Middle-aged,Formal,Tall,Low,20,False,False,False,Normal,Nervous
P_000995,White,Non-binary,Light,Teen,Alternative,Short,Medium,73,True,False,True,Slow,Relaxed
P_000996,Hispanic,Non-binary,Light,Teen,Athletic,Tall,Medium,76,False,True,False,Slow,Nervous
P_000997,Middle Eastern,Male,Dark,Senior,Traditional,Average,Medium,58,False,False,True,Fast,Relaxed
P_000998,Black,Non-binary,Medium,Senior,Alternative,Average,High,24,False,False,False,Slow,Tense
P_000999,Native American,Female,Medium,Middle-aged,Athletic,Tall,Low,38,False,True,False,Normal,Nervous
